optimize_name,qubit,input_gates,p_t,seeds,H_edge,H + 2 qubit gates,H,2 qubit gates,gates_aft
clifford_simp_not_post_basic,4,100,0.0,1,22,23,12,11,28
clifford_simp_not_post_basic,4,100,0.0,2,18,19,10,9,24
clifford_simp_not_post_basic,4,100,0.0,3,20,22,11,11,29
clifford_simp_not_post_basic,4,100,0.0,4,20,20,9,11,23
clifford_simp_not_post_basic,4,100,0.0,5,22,25,12,13,32
clifford_simp_not_post_basic,4,100,0.04,1,47,36,16,20,46
clifford_simp_not_post_basic,4,100,0.04,2,38,34,14,20,43
clifford_simp_not_post_basic,4,100,0.04,3,19,22,10,12,29
clifford_simp_not_post_basic,4,100,0.04,4,22,22,10,12,29
clifford_simp_not_post_basic,4,100,0.04,5,22,21,9,12,28
clifford_simp_not_post_basic,4,100,0.08,1,33,34,15,19,45
clifford_simp_not_post_basic,4,100,0.08,2,30,27,12,15,38
clifford_simp_not_post_basic,4,100,0.08,3,20,24,10,14,32
clifford_simp_not_post_basic,4,100,0.08,4,34,26,12,14,30
clifford_simp_not_post_basic,4,100,0.08,5,43,43,22,21,55
clifford_simp_not_post_basic,4,100,0.12,1,56,50,19,31,65
clifford_simp_not_post_basic,4,100,0.12,2,40,37,16,21,50
clifford_simp_not_post_basic,4,100,0.12,3,41,41,20,21,55
clifford_simp_not_post_basic,4,100,0.12,4,33,36,16,20,45
clifford_simp_not_post_basic,4,100,0.12,5,50,41,16,25,53
clifford_simp_not_post_basic,4,100,0.16,1,48,47,20,27,62
clifford_simp_not_post_basic,4,100,0.16,2,39,43,21,22,58
clifford_simp_not_post_basic,4,100,0.16,3,39,38,16,22,50
clifford_simp_not_post_basic,4,100,0.16,4,41,44,19,25,54
clifford_simp_not_post_basic,4,100,0.16,5,52,51,22,29,66
clifford_simp_not_post_basic,4,100,0.2,1,55,55,23,32,68
clifford_simp_not_post_basic,4,100,0.2,2,34,31,18,13,43
clifford_simp_not_post_basic,4,100,0.2,3,54,45,22,23,60
clifford_simp_not_post_basic,4,100,0.2,4,41,44,19,25,58
clifford_simp_not_post_basic,4,100,0.2,5,36,39,18,21,53
clifford_simp_not_post_basic,4,100,0.24,1,66,63,27,36,79
clifford_simp_not_post_basic,4,100,0.24,2,39,42,25,17,58
clifford_simp_not_post_basic,4,100,0.24,3,42,41,20,21,55
clifford_simp_not_post_basic,4,100,0.24,4,47,47,20,27,59
clifford_simp_not_post_basic,4,100,0.24,5,65,48,23,25,60
clifford_simp_not_post_basic,4,100,0.28,1,65,51,23,28,64
clifford_simp_not_post_basic,4,100,0.28,2,31,28,15,13,39
clifford_simp_not_post_basic,4,100,0.28,3,54,47,22,25,64
clifford_simp_not_post_basic,4,100,0.28,4,46,45,22,23,59
clifford_simp_not_post_basic,4,100,0.28,5,66,56,23,33,71
clifford_simp_not_post_basic,4,100,0.32,1,47,43,19,24,57
clifford_simp_not_post_basic,4,100,0.32,2,27,25,14,11,35
clifford_simp_not_post_basic,4,100,0.32,3,61,54,24,30,73
clifford_simp_not_post_basic,4,100,0.32,4,43,46,20,26,60
clifford_simp_not_post_basic,4,100,0.32,5,62,58,24,34,73
clifford_simp_not_post_basic,4,100,0.36,1,44,44,23,21,58
clifford_simp_not_post_basic,4,100,0.36,2,25,28,16,12,38
clifford_simp_not_post_basic,4,100,0.36,3,58,48,23,25,65
clifford_simp_not_post_basic,4,100,0.36,4,34,35,19,16,48
clifford_simp_not_post_basic,4,100,0.36,5,58,53,26,27,68
clifford_simp_not_post_basic,4,100,0.4,1,46,46,26,20,58
clifford_simp_not_post_basic,4,100,0.4,2,25,26,16,10,35
clifford_simp_not_post_basic,4,100,0.4,3,63,60,29,31,82
clifford_simp_not_post_basic,4,100,0.4,4,51,56,26,30,70
clifford_simp_not_post_basic,4,100,0.4,5,61,46,25,21,62
clifford_simp_not_post_basic,4,1000,0.0,1,20,20,10,10,26
clifford_simp_not_post_basic,4,1000,0.0,2,23,22,10,12,30
clifford_simp_not_post_basic,4,1000,0.0,3,20,23,12,11,29
clifford_simp_not_post_basic,4,1000,0.0,4,15,17,10,7,21
clifford_simp_not_post_basic,4,1000,0.0,5,21,23,11,12,29
clifford_simp_not_post_basic,4,1000,0.04,1,180,113,41,72,148
clifford_simp_not_post_basic,4,1000,0.04,2,177,127,47,80,168
clifford_simp_not_post_basic,4,1000,0.04,3,127,101,40,61,135
clifford_simp_not_post_basic,4,1000,0.04,4,159,118,42,76,155
clifford_simp_not_post_basic,4,1000,0.04,5,155,120,45,75,160
clifford_simp_not_post_basic,4,1000,0.08,1,267,191,67,124,250
clifford_simp_not_post_basic,4,1000,0.08,2,319,204,78,126,270
clifford_simp_not_post_basic,4,1000,0.08,3,222,181,72,109,243
clifford_simp_not_post_basic,4,1000,0.08,4,261,200,78,122,266
clifford_simp_not_post_basic,4,1000,0.08,5,291,210,85,125,287
clifford_simp_not_post_basic,4,1000,0.12,1,353,228,89,139,312
clifford_simp_not_post_basic,4,1000,0.12,2,317,278,114,164,373
clifford_simp_not_post_basic,4,1000,0.12,3,270,207,82,125,280
clifford_simp_not_post_basic,4,1000,0.12,4,337,270,106,164,357
clifford_simp_not_post_basic,4,1000,0.12,5,376,280,103,177,376
clifford_simp_not_post_basic,4,1000,0.16,1,380,313,114,199,414
clifford_simp_not_post_basic,4,1000,0.16,2,381,334,130,204,437
clifford_simp_not_post_basic,4,1000,0.16,3,277,238,97,141,321
clifford_simp_not_post_basic,4,1000,0.16,4,381,332,130,202,438
clifford_simp_not_post_basic,4,1000,0.16,5,400,318,124,194,427
clifford_simp_not_post_basic,4,1000,0.2,1,443,349,136,213,464
clifford_simp_not_post_basic,4,1000,0.2,2,417,339,133,206,452
clifford_simp_not_post_basic,4,1000,0.2,3,360,278,104,174,368
clifford_simp_not_post_basic,4,1000,0.2,4,412,368,150,218,492
clifford_simp_not_post_basic,4,1000,0.2,5,371,292,116,176,394
clifford_simp_not_post_basic,4,1000,0.24,1,418,379,156,223,505
clifford_simp_not_post_basic,4,1000,0.24,2,398,340,147,193,457
clifford_simp_not_post_basic,4,1000,0.24,3,387,284,116,168,379
clifford_simp_not_post_basic,4,1000,0.24,4,411,364,152,212,492
clifford_simp_not_post_basic,4,1000,0.24,5,416,354,147,207,477
clifford_simp_not_post_basic,4,1000,0.28,1,438,392,156,236,517
clifford_simp_not_post_basic,4,1000,0.28,2,378,342,142,200,456
clifford_simp_not_post_basic,4,1000,0.28,3,374,328,140,188,443
clifford_simp_not_post_basic,4,1000,0.28,4,401,354,151,203,479
clifford_simp_not_post_basic,4,1000,0.28,5,402,339,143,196,462
clifford_simp_not_post_basic,4,1000,0.32,1,416,386,162,224,522
clifford_simp_not_post_basic,4,1000,0.32,2,399,336,133,203,449
clifford_simp_not_post_basic,4,1000,0.32,3,384,351,153,198,475
clifford_simp_not_post_basic,4,1000,0.32,4,452,381,159,222,505
clifford_simp_not_post_basic,4,1000,0.32,5,426,345,131,214,458
clifford_simp_not_post_basic,4,1000,0.36,1,462,397,171,226,533
clifford_simp_not_post_basic,4,1000,0.36,2,357,328,147,181,447
clifford_simp_not_post_basic,4,1000,0.36,3,468,354,149,205,480
clifford_simp_not_post_basic,4,1000,0.36,4,414,362,166,196,493
clifford_simp_not_post_basic,4,1000,0.36,5,422,364,147,217,488
clifford_simp_not_post_basic,4,1000,0.4,1,386,363,163,200,493
clifford_simp_not_post_basic,4,1000,0.4,2,350,298,144,154,409
clifford_simp_not_post_basic,4,1000,0.4,3,423,358,152,206,481
clifford_simp_not_post_basic,4,1000,0.4,4,434,407,178,229,545
clifford_simp_not_post_basic,4,1000,0.4,5,407,353,152,201,471
clifford_simp_not_post_basic,4,3000,0.0,1,23,21,11,10,25
clifford_simp_not_post_basic,4,3000,0.0,2,17,17,8,9,22
clifford_simp_not_post_basic,4,3000,0.0,3,13,14,7,7,21
clifford_simp_not_post_basic,4,3000,0.0,4,24,25,12,13,33
clifford_simp_not_post_basic,4,3000,0.0,5,19,21,10,11,29
clifford_simp_not_post_basic,4,3000,0.04,1,463,249,89,160,334
clifford_simp_not_post_basic,4,3000,0.04,2,456,310,115,195,415
clifford_simp_not_post_basic,4,3000,0.04,3,482,303,104,199,398
clifford_simp_not_post_basic,4,3000,0.04,4,530,310,108,202,408
clifford_simp_not_post_basic,4,3000,0.04,5,490,339,120,219,449
clifford_simp_not_post_basic,4,3000,0.08,1,726,513,183,330,683
clifford_simp_not_post_basic,4,3000,0.08,2,758,558,207,351,745
clifford_simp_not_post_basic,4,3000,0.08,3,777,531,195,336,704
clifford_simp_not_post_basic,4,3000,0.08,4,833,568,205,363,750
clifford_simp_not_post_basic,4,3000,0.08,5,896,591,222,369,797
clifford_simp_not_post_basic,4,3000,0.12,1,869,630,230,400,843
clifford_simp_not_post_basic,4,3000,0.12,2,964,771,296,475,1023
clifford_simp_not_post_basic,4,3000,0.12,3,854,629,238,391,844
clifford_simp_not_post_basic,4,3000,0.12,4,1163,748,278,470,990
clifford_simp_not_post_basic,4,3000,0.12,5,1094,835,301,534,1107
clifford_simp_not_post_basic,4,3000,0.16,1,1013,827,318,509,1106
clifford_simp_not_post_basic,4,3000,0.16,2,1040,859,344,515,1152
clifford_simp_not_post_basic,4,3000,0.16,3,957,741,278,463,990
clifford_simp_not_post_basic,4,3000,0.16,4,1072,843,326,517,1123
clifford_simp_not_post_basic,4,3000,0.16,5,1123,903,356,547,1219
clifford_simp_not_post_basic,4,3000,0.2,1,1208,939,370,569,1260
clifford_simp_not_post_basic,4,3000,0.2,2,1135,927,376,551,1252
clifford_simp_not_post_basic,4,3000,0.2,3,1030,851,328,523,1135
clifford_simp_not_post_basic,4,3000,0.2,4,1141,921,369,552,1245
clifford_simp_not_post_basic,4,3000,0.2,5,1222,961,376,585,1284
clifford_simp_not_post_basic,4,3000,0.24,1,1200,994,397,597,1331
clifford_simp_not_post_basic,4,3000,0.24,2,1154,1011,412,599,1356
clifford_simp_not_post_basic,4,3000,0.24,3,1048,855,331,524,1145
clifford_simp_not_post_basic,4,3000,0.24,4,1217,953,374,579,1283
clifford_simp_not_post_basic,4,3000,0.24,5,1274,1041,425,616,1403
clifford_simp_not_post_basic,4,3000,0.28,1,1168,1014,411,603,1352
clifford_simp_not_post_basic,4,3000,0.28,2,1153,1011,415,596,1357
clifford_simp_not_post_basic,4,3000,0.28,3,1084,942,392,550,1277
clifford_simp_not_post_basic,4,3000,0.28,4,1140,977,403,574,1323
clifford_simp_not_post_basic,4,3000,0.28,5,1215,1027,422,605,1394
clifford_simp_not_post_basic,4,3000,0.32,1,1204,1024,431,593,1383
clifford_simp_not_post_basic,4,3000,0.32,2,1164,1015,437,578,1373
clifford_simp_not_post_basic,4,3000,0.32,3,1147,1015,427,588,1367
clifford_simp_not_post_basic,4,3000,0.32,4,1186,1001,405,596,1341
clifford_simp_not_post_basic,4,3000,0.32,5,1289,1062,427,635,1425
clifford_simp_not_post_basic,4,3000,0.36,1,1134,1013,436,577,1369
clifford_simp_not_post_basic,4,3000,0.36,2,1187,1039,450,589,1403
clifford_simp_not_post_basic,4,3000,0.36,3,1257,964,395,569,1296
clifford_simp_not_post_basic,4,3000,0.36,4,1206,985,410,575,1330
clifford_simp_not_post_basic,4,3000,0.36,5,1185,1027,426,601,1390
clifford_simp_not_post_basic,4,3000,0.4,1,1092,973,422,551,1317
clifford_simp_not_post_basic,4,3000,0.4,2,1147,979,437,542,1337
clifford_simp_not_post_basic,4,3000,0.4,3,1085,944,400,544,1279
clifford_simp_not_post_basic,4,3000,0.4,4,1092,994,431,563,1353
clifford_simp_not_post_basic,4,3000,0.4,5,1138,1005,439,566,1367
clifford_simp_not_post_basic,4,5000,0.0,1,26,25,11,14,30
clifford_simp_not_post_basic,4,5000,0.0,2,22,26,11,15,32
clifford_simp_not_post_basic,4,5000,0.0,3,20,21,10,11,27
clifford_simp_not_post_basic,4,5000,0.0,4,21,22,11,11,30
clifford_simp_not_post_basic,4,5000,0.0,5,18,19,10,9,25
clifford_simp_not_post_basic,4,5000,0.04,1,803,477,165,312,634
clifford_simp_not_post_basic,4,5000,0.04,2,811,528,183,345,699
clifford_simp_not_post_basic,4,5000,0.04,3,706,492,171,321,655
clifford_simp_not_post_basic,4,5000,0.04,4,907,505,176,329,670
clifford_simp_not_post_basic,4,5000,0.04,5,940,557,193,364,734
clifford_simp_not_post_basic,4,5000,0.08,1,1210,844,297,547,1124
clifford_simp_not_post_basic,4,5000,0.08,2,1280,942,350,592,1252
clifford_simp_not_post_basic,4,5000,0.08,3,1366,871,312,559,1164
clifford_simp_not_post_basic,4,5000,0.08,4,1305,953,342,611,1256
clifford_simp_not_post_basic,4,5000,0.08,5,1484,983,359,624,1307
clifford_simp_not_post_basic,4,5000,0.12,1,1386,1024,375,649,1376
clifford_simp_not_post_basic,4,5000,0.12,2,1670,1270,470,800,1681
clifford_simp_not_post_basic,4,5000,0.12,3,1435,1073,403,670,1436
clifford_simp_not_post_basic,4,5000,0.12,4,1759,1226,460,766,1632
clifford_simp_not_post_basic,4,5000,0.12,5,1778,1331,482,849,1768
clifford_simp_not_post_basic,4,5000,0.16,1,1770,1299,488,811,1738
clifford_simp_not_post_basic,4,5000,0.16,2,1774,1409,540,869,1882
clifford_simp_not_post_basic,4,5000,0.16,3,1689,1297,483,814,1731
clifford_simp_not_post_basic,4,5000,0.16,4,1706,1408,547,861,1883
clifford_simp_not_post_basic,4,5000,0.16,5,1857,1475,558,917,1977
clifford_simp_not_post_basic,4,5000,0.2,1,1934,1489,580,909,1997
clifford_simp_not_post_basic,4,5000,0.2,2,1945,1530,612,918,2066
clifford_simp_not_post_basic,4,5000,0.2,3,1813,1481,571,910,1982
clifford_simp_not_post_basic,4,5000,0.2,4,1842,1494,590,904,2012
clifford_simp_not_post_basic,4,5000,0.2,5,2020,1530,591,939,2047
clifford_simp_not_post_basic,4,5000,0.24,1,2069,1642,623,1019,2181
clifford_simp_not_post_basic,4,5000,0.24,2,1944,1664,680,984,2236
clifford_simp_not_post_basic,4,5000,0.24,3,1804,1495,594,901,2015
clifford_simp_not_post_basic,4,5000,0.24,4,2003,1583,630,953,2129
clifford_simp_not_post_basic,4,5000,0.24,5,2037,1629,652,977,2184
clifford_simp_not_post_basic,4,5000,0.28,1,1945,1676,669,1007,2242
clifford_simp_not_post_basic,4,5000,0.28,2,1906,1634,679,955,2208
clifford_simp_not_post_basic,4,5000,0.28,3,1920,1623,664,959,2194
clifford_simp_not_post_basic,4,5000,0.28,4,1945,1663,681,982,2237
clifford_simp_not_post_basic,4,5000,0.28,5,1994,1631,661,970,2202
clifford_simp_not_post_basic,4,5000,0.32,1,1962,1693,704,989,2280
clifford_simp_not_post_basic,4,5000,0.32,2,1944,1675,709,966,2261
clifford_simp_not_post_basic,4,5000,0.32,3,1904,1666,684,982,2244
clifford_simp_not_post_basic,4,5000,0.32,4,1994,1715,714,1001,2297
clifford_simp_not_post_basic,4,5000,0.32,5,2063,1674,663,1011,2240
clifford_simp_not_post_basic,4,5000,0.36,1,1928,1644,716,928,2232
clifford_simp_not_post_basic,4,5000,0.36,2,1889,1682,730,952,2283
clifford_simp_not_post_basic,4,5000,0.36,3,2028,1586,643,943,2134
clifford_simp_not_post_basic,4,5000,0.36,4,1982,1666,712,954,2248
clifford_simp_not_post_basic,4,5000,0.36,5,1954,1672,683,989,2249
clifford_simp_not_post_basic,4,5000,0.4,1,1921,1651,712,939,2238
clifford_simp_not_post_basic,4,5000,0.4,2,1934,1659,715,944,2250
clifford_simp_not_post_basic,4,5000,0.4,3,1839,1588,661,927,2148
clifford_simp_not_post_basic,4,5000,0.4,4,1854,1605,683,922,2181
clifford_simp_not_post_basic,4,5000,0.4,5,1910,1640,702,938,2220
clifford_simp_not_post_basic,4,8000,0.0,1,20,22,10,12,29
clifford_simp_not_post_basic,4,8000,0.0,2,16,18,9,9,24
clifford_simp_not_post_basic,4,8000,0.0,3,13,13,7,6,21
clifford_simp_not_post_basic,4,8000,0.0,4,16,16,10,6,23
clifford_simp_not_post_basic,4,8000,0.0,5,12,12,7,5,16
clifford_simp_not_post_basic,4,8000,0.04,1,1194,760,267,493,1015
clifford_simp_not_post_basic,4,8000,0.04,2,1355,789,271,518,1045
clifford_simp_not_post_basic,4,8000,0.04,3,1100,773,278,495,1033
clifford_simp_not_post_basic,4,8000,0.04,4,1857,791,274,517,1051
clifford_simp_not_post_basic,4,8000,0.04,5,1385,853,300,553,1137
clifford_simp_not_post_basic,4,8000,0.08,1,1973,1333,477,856,1775
clifford_simp_not_post_basic,4,8000,0.08,2,2279,1454,529,925,1939
clifford_simp_not_post_basic,4,8000,0.08,3,2085,1395,513,882,1865
clifford_simp_not_post_basic,4,8000,0.08,4,2185,1488,531,957,1966
clifford_simp_not_post_basic,4,8000,0.08,5,2312,1511,544,967,2013
clifford_simp_not_post_basic,4,8000,0.12,1,2407,1753,633,1120,2344
clifford_simp_not_post_basic,4,8000,0.12,2,2517,1921,711,1210,2553
clifford_simp_not_post_basic,4,8000,0.12,3,2525,1776,656,1120,2379
clifford_simp_not_post_basic,4,8000,0.12,4,2649,1848,682,1166,2461
clifford_simp_not_post_basic,4,8000,0.12,5,2832,1938,718,1220,2593
clifford_simp_not_post_basic,4,8000,0.16,1,3033,2120,797,1323,2835
clifford_simp_not_post_basic,4,8000,0.16,2,2860,2173,835,1338,2908
clifford_simp_not_post_basic,4,8000,0.16,3,2826,2171,804,1367,2886
clifford_simp_not_post_basic,4,8000,0.16,4,2764,2143,824,1319,2870
clifford_simp_not_post_basic,4,8000,0.16,5,2888,2251,847,1404,3005
clifford_simp_not_post_basic,4,8000,0.2,1,3057,2414,943,1471,3230
clifford_simp_not_post_basic,4,8000,0.2,2,3018,2443,958,1485,3285
clifford_simp_not_post_basic,4,8000,0.2,3,2946,2416,939,1477,3235
clifford_simp_not_post_basic,4,8000,0.2,4,2940,2325,903,1422,3118
clifford_simp_not_post_basic,4,8000,0.2,5,3047,2405,923,1482,3211
clifford_simp_not_post_basic,4,8000,0.24,1,3200,2600,1016,1584,3472
clifford_simp_not_post_basic,4,8000,0.24,2,3038,2571,1035,1536,3459
clifford_simp_not_post_basic,4,8000,0.24,3,2985,2452,989,1463,3318
clifford_simp_not_post_basic,4,8000,0.24,4,3014,2428,962,1466,3270
clifford_simp_not_post_basic,4,8000,0.24,5,3281,2651,1043,1608,3544
clifford_simp_not_post_basic,4,8000,0.28,1,3202,2715,1092,1623,3639
clifford_simp_not_post_basic,4,8000,0.28,2,3138,2628,1088,1540,3551
clifford_simp_not_post_basic,4,8000,0.28,3,3035,2573,1063,1510,3478
clifford_simp_not_post_basic,4,8000,0.28,4,3098,2544,1025,1519,3411
clifford_simp_not_post_basic,4,8000,0.28,5,3285,2720,1081,1639,3647
clifford_simp_not_post_basic,4,8000,0.32,1,3092,2676,1112,1564,3622
clifford_simp_not_post_basic,4,8000,0.32,2,3295,2716,1148,1568,3671
clifford_simp_not_post_basic,4,8000,0.32,3,3067,2601,1086,1515,3518
clifford_simp_not_post_basic,4,8000,0.32,4,3103,2578,1067,1511,3466
clifford_simp_not_post_basic,4,8000,0.32,5,3241,2718,1084,1634,3640
clifford_simp_not_post_basic,4,8000,0.36,1,3026,2677,1157,1520,3636
clifford_simp_not_post_basic,4,8000,0.36,2,3089,2715,1199,1516,3695
clifford_simp_not_post_basic,4,8000,0.36,3,3055,2459,1032,1427,3339
clifford_simp_not_post_basic,4,8000,0.36,4,3111,2596,1106,1490,3509
clifford_simp_not_post_basic,4,8000,0.36,5,3158,2657,1085,1572,3566
clifford_simp_not_post_basic,4,8000,0.4,1,3074,2621,1117,1504,3546
clifford_simp_not_post_basic,4,8000,0.4,2,3115,2755,1200,1555,3740
clifford_simp_not_post_basic,4,8000,0.4,3,3013,2468,1057,1411,3353
clifford_simp_not_post_basic,4,8000,0.4,4,2985,2550,1065,1485,3450
clifford_simp_not_post_basic,4,8000,0.4,5,3019,2574,1107,1467,3492
clifford_simp_not_post_basic,4,10000,0.0,1,16,17,9,8,23
clifford_simp_not_post_basic,4,10000,0.0,2,19,23,11,12,30
clifford_simp_not_post_basic,4,10000,0.0,3,17,21,12,9,25
clifford_simp_not_post_basic,4,10000,0.0,4,19,20,11,9,28
clifford_simp_not_post_basic,4,10000,0.0,5,16,20,11,9,27
clifford_simp_not_post_basic,4,10000,0.04,1,1562,961,334,627,1284
clifford_simp_not_post_basic,4,10000,0.04,2,1723,984,342,642,1310
clifford_simp_not_post_basic,4,10000,0.04,3,1328,890,323,567,1201
clifford_simp_not_post_basic,4,10000,0.04,4,1981,1025,351,674,1360
clifford_simp_not_post_basic,4,10000,0.04,5,1645,1076,378,698,1425
clifford_simp_not_post_basic,4,10000,0.08,1,2487,1712,599,1113,2271
clifford_simp_not_post_basic,4,10000,0.08,2,2609,1779,651,1128,2371
clifford_simp_not_post_basic,4,10000,0.08,3,2553,1712,620,1092,2279
clifford_simp_not_post_basic,4,10000,0.08,4,2753,1790,649,1141,2378
clifford_simp_not_post_basic,4,10000,0.08,5,2682,1876,672,1204,2497
clifford_simp_not_post_basic,4,10000,0.12,1,3006,2232,824,1408,2990
clifford_simp_not_post_basic,4,10000,0.12,2,3458,2374,871,1503,3159
clifford_simp_not_post_basic,4,10000,0.12,3,2935,2199,825,1374,2934
clifford_simp_not_post_basic,4,10000,0.12,4,3311,2302,848,1454,3062
clifford_simp_not_post_basic,4,10000,0.12,5,3504,2424,890,1534,3233
clifford_simp_not_post_basic,4,10000,0.16,1,3757,2730,1024,1706,3643
clifford_simp_not_post_basic,4,10000,0.16,2,3801,2731,1042,1689,3647
clifford_simp_not_post_basic,4,10000,0.16,3,3498,2699,994,1705,3591
clifford_simp_not_post_basic,4,10000,0.16,4,3429,2693,1026,1667,3597
clifford_simp_not_post_basic,4,10000,0.16,5,3667,2824,1060,1764,3776
clifford_simp_not_post_basic,4,10000,0.2,1,3973,3092,1192,1900,4125
clifford_simp_not_post_basic,4,10000,0.2,2,3719,3009,1170,1839,4042
clifford_simp_not_post_basic,4,10000,0.2,3,3752,3056,1182,1874,4092
clifford_simp_not_post_basic,4,10000,0.2,4,3725,2935,1146,1789,3934
clifford_simp_not_post_basic,4,10000,0.2,5,3781,3024,1155,1869,4034
clifford_simp_not_post_basic,4,10000,0.24,1,4028,3281,1279,2002,4379
clifford_simp_not_post_basic,4,10000,0.24,2,3935,3196,1278,1918,4300
clifford_simp_not_post_basic,4,10000,0.24,3,3669,3068,1243,1825,4148
clifford_simp_not_post_basic,4,10000,0.24,4,3854,3116,1229,1887,4181
clifford_simp_not_post_basic,4,10000,0.24,5,3987,3292,1293,1999,4404
clifford_simp_not_post_basic,4,10000,0.28,1,3971,3358,1351,2007,4509
clifford_simp_not_post_basic,4,10000,0.28,2,4046,3329,1350,1979,4480
clifford_simp_not_post_basic,4,10000,0.28,3,3838,3206,1314,1892,4332
clifford_simp_not_post_basic,4,10000,0.28,4,3791,3194,1306,1888,4293
clifford_simp_not_post_basic,4,10000,0.28,5,4060,3338,1318,2020,4481
clifford_simp_not_post_basic,4,10000,0.32,1,3907,3379,1408,1971,4577
clifford_simp_not_post_basic,4,10000,0.32,2,4214,3375,1413,1962,4555
clifford_simp_not_post_basic,4,10000,0.32,3,3836,3294,1367,1927,4457
clifford_simp_not_post_basic,4,10000,0.32,4,3860,3237,1341,1896,4356
clifford_simp_not_post_basic,4,10000,0.32,5,4071,3347,1332,2015,4485
clifford_simp_not_post_basic,4,10000,0.36,1,3905,3389,1465,1924,4599
clifford_simp_not_post_basic,4,10000,0.36,2,3929,3423,1488,1935,4647
clifford_simp_not_post_basic,4,10000,0.36,3,3876,3114,1290,1824,4214
clifford_simp_not_post_basic,4,10000,0.36,4,3851,3223,1381,1842,4369
clifford_simp_not_post_basic,4,10000,0.36,5,3959,3350,1371,1979,4502
clifford_simp_not_post_basic,4,10000,0.4,1,3805,3322,1414,1908,4495
clifford_simp_not_post_basic,4,10000,0.4,2,3915,3359,1437,1922,4551
clifford_simp_not_post_basic,4,10000,0.4,3,3769,3154,1329,1825,4274
clifford_simp_not_post_basic,4,10000,0.4,4,3704,3169,1332,1837,4295
clifford_simp_not_post_basic,4,10000,0.4,5,3783,3242,1386,1856,4393
clifford_simp_not_post_basic,8,100,0.0,1,62,59,19,40,70
clifford_simp_not_post_basic,8,100,0.0,2,62,60,21,39,73
clifford_simp_not_post_basic,8,100,0.0,3,68,66,20,46,76
clifford_simp_not_post_basic,8,100,0.0,4,41,48,20,28,56
clifford_simp_not_post_basic,8,100,0.0,5,63,65,21,44,77
