optimize_name,qubit,input_gates,p_t,seeds,H_edge,H + 2 qubit gates,H,2 qubit gates,gates_aft
clifford_simp_not_post_basic,16,100,0.04,4,176,154,40,114,170
clifford_simp_not_post_basic,16,100,0.04,5,126,124,41,83,143
clifford_simp_not_post_basic,16,100,0.08,1,143,146,46,100,171
clifford_simp_not_post_basic,16,100,0.08,2,90,102,50,52,131
clifford_simp_not_post_basic,16,100,0.08,3,109,109,37,72,125
clifford_simp_not_post_basic,16,100,0.08,4,171,156,39,117,180
clifford_simp_not_post_basic,16,100,0.08,5,103,108,42,66,133
clifford_simp_not_post_basic,16,100,0.12,1,104,118,48,70,142
clifford_simp_not_post_basic,16,100,0.12,2,84,92,42,50,119
clifford_simp_not_post_basic,16,100,0.12,3,121,117,41,76,140
clifford_simp_not_post_basic,16,100,0.12,4,117,124,45,79,146
clifford_simp_not_post_basic,16,100,0.12,5,131,127,40,87,153
clifford_simp_not_post_basic,16,100,0.16,1,126,129,50,79,156
clifford_simp_not_post_basic,16,100,0.16,2,97,100,43,57,129
clifford_simp_not_post_basic,16,100,0.16,3,79,84,43,41,108
clifford_simp_not_post_basic,16,100,0.16,4,125,113,43,70,136
clifford_simp_not_post_basic,16,100,0.16,5,121,125,41,84,156
clifford_simp_not_post_basic,16,100,0.2,1,98,111,50,61,134
clifford_simp_not_post_basic,16,100,0.2,2,117,117,45,72,143
clifford_simp_not_post_basic,16,100,0.2,3,80,85,45,40,110
clifford_simp_not_post_basic,16,100,0.2,4,115,115,43,72,142
clifford_simp_not_post_basic,16,100,0.2,5,155,154,46,108,182
clifford_simp_not_post_basic,16,100,0.24,1,93,105,46,59,127
clifford_simp_not_post_basic,16,100,0.24,2,81,88,45,43,110
clifford_simp_not_post_basic,16,100,0.24,3,77,80,39,41,103
clifford_simp_not_post_basic,16,100,0.24,4,93,91,38,53,114
clifford_simp_not_post_basic,16,100,0.24,5,96,115,48,67,142
clifford_simp_not_post_basic,16,100,0.28,1,121,136,52,84,162
clifford_simp_not_post_basic,16,100,0.28,2,92,101,52,49,123
clifford_simp_not_post_basic,16,100,0.28,3,75,79,37,42,101
clifford_simp_not_post_basic,16,100,0.28,4,127,120,46,74,151
clifford_simp_not_post_basic,16,100,0.28,5,94,108,45,63,135
clifford_simp_not_post_basic,16,100,0.32,1,101,106,46,60,131
clifford_simp_not_post_basic,16,100,0.32,2,89,98,50,48,121
clifford_simp_not_post_basic,16,100,0.32,3,77,84,38,46,108
clifford_simp_not_post_basic,16,100,0.32,4,79,87,47,40,116
clifford_simp_not_post_basic,16,100,0.32,5,78,92,47,45,116
clifford_simp_not_post_basic,16,100,0.36,1,75,79,40,39,101
clifford_simp_not_post_basic,16,100,0.36,2,90,95,47,48,118
clifford_simp_not_post_basic,16,100,0.36,3,70,78,37,41,102
clifford_simp_not_post_basic,16,100,0.36,4,71,77,40,37,106
clifford_simp_not_post_basic,16,100,0.36,5,74,76,37,39,100
clifford_simp_not_post_basic,16,100,0.4,1,61,63,37,26,87
clifford_simp_not_post_basic,16,100,0.4,2,72,80,44,36,103
clifford_simp_not_post_basic,16,100,0.4,3,74,78,36,42,100
clifford_simp_not_post_basic,16,100,0.4,4,67,74,36,38,101
clifford_simp_not_post_basic,16,100,0.4,5,77,83,42,41,107
clifford_simp_not_post_basic,16,1000,0.0,1,269,222,47,175,246
clifford_simp_not_post_basic,16,1000,0.0,2,245,200,43,157,223
clifford_simp_not_post_basic,16,1000,0.0,3,272,212,43,169,233
clifford_simp_not_post_basic,16,1000,0.0,4,246,200,48,152,222
clifford_simp_not_post_basic,16,1000,0.0,5,252,209,47,162,231
clifford_simp_not_post_basic,16,1000,0.04,1,791,476,72,404,524
clifford_simp_not_post_basic,16,1000,0.04,2,884,500,84,416,558
clifford_simp_not_post_basic,16,1000,0.04,3,858,501,79,422,556
clifford_simp_not_post_basic,16,1000,0.04,4,864,497,72,425,554
clifford_simp_not_post_basic,16,1000,0.04,5,951,510,78,432,564
clifford_simp_not_post_basic,16,1000,0.08,1,1248,613,91,522,682
clifford_simp_not_post_basic,16,1000,0.08,2,1252,663,107,556,746
clifford_simp_not_post_basic,16,1000,0.08,3,1378,713,107,606,795
clifford_simp_not_post_basic,16,1000,0.08,4,1605,715,103,612,795
clifford_simp_not_post_basic,16,1000,0.08,5,1415,649,95,554,725
clifford_simp_not_post_basic,16,1000,0.12,1,1760,813,125,688,907
clifford_simp_not_post_basic,16,1000,0.12,2,1853,804,126,678,908
clifford_simp_not_post_basic,16,1000,0.12,3,1163,739,122,617,833
clifford_simp_not_post_basic,16,1000,0.12,4,1588,844,136,708,948
clifford_simp_not_post_basic,16,1000,0.12,5,1886,819,123,696,916
clifford_simp_not_post_basic,16,1000,0.16,1,1473,888,155,733,1008
clifford_simp_not_post_basic,16,1000,0.16,2,1542,890,143,747,1003
clifford_simp_not_post_basic,16,1000,0.16,3,1226,746,120,626,848
clifford_simp_not_post_basic,16,1000,0.16,4,1326,905,169,736,1039
clifford_simp_not_post_basic,16,1000,0.16,5,2191,871,138,733,981
clifford_simp_not_post_basic,16,1000,0.2,1,1285,843,166,677,971
clifford_simp_not_post_basic,16,1000,0.2,2,1354,813,159,654,933
clifford_simp_not_post_basic,16,1000,0.2,3,1048,823,152,671,947
clifford_simp_not_post_basic,16,1000,0.2,4,1417,905,182,723,1038
clifford_simp_not_post_basic,16,1000,0.2,5,2038,937,150,787,1054
clifford_simp_not_post_basic,16,1000,0.24,1,1219,892,171,721,1020
clifford_simp_not_post_basic,16,1000,0.24,2,1242,824,163,661,949
clifford_simp_not_post_basic,16,1000,0.24,3,1261,810,148,662,924
clifford_simp_not_post_basic,16,1000,0.24,4,1394,866,183,683,1004
clifford_simp_not_post_basic,16,1000,0.24,5,1565,914,160,754,1042
clifford_simp_not_post_basic,16,1000,0.28,1,1818,872,171,701,1000
clifford_simp_not_post_basic,16,1000,0.28,2,1665,817,166,651,956
clifford_simp_not_post_basic,16,1000,0.28,3,1024,757,156,601,869
clifford_simp_not_post_basic,16,1000,0.28,4,1173,870,197,673,1019
clifford_simp_not_post_basic,16,1000,0.28,5,1357,874,166,708,1006
clifford_simp_not_post_basic,16,1000,0.32,1,1328,862,188,674,997
clifford_simp_not_post_basic,16,1000,0.32,2,1334,810,177,633,948
clifford_simp_not_post_basic,16,1000,0.32,3,1210,819,156,663,939
clifford_simp_not_post_basic,16,1000,0.32,4,1569,967,178,789,1106
clifford_simp_not_post_basic,16,1000,0.32,5,1017,771,176,595,904
clifford_simp_not_post_basic,16,1000,0.36,1,1271,838,188,650,974
clifford_simp_not_post_basic,16,1000,0.36,2,1061,789,160,629,916
clifford_simp_not_post_basic,16,1000,0.36,3,1314,771,155,616,895
clifford_simp_not_post_basic,16,1000,0.36,4,1074,832,180,652,972
clifford_simp_not_post_basic,16,1000,0.36,5,1793,965,172,793,1102
clifford_simp_not_post_basic,16,1000,0.4,1,808,718,178,540,852
clifford_simp_not_post_basic,16,1000,0.4,2,832,629,162,467,754
clifford_simp_not_post_basic,16,1000,0.4,3,1063,730,168,562,854
clifford_simp_not_post_basic,16,1000,0.4,4,1343,875,184,691,1012
clifford_simp_not_post_basic,16,1000,0.4,5,1187,867,163,704,998
clifford_simp_not_post_basic,16,3000,0.0,1,281,230,52,178,257
clifford_simp_not_post_basic,16,3000,0.0,2,269,219,48,171,238
clifford_simp_not_post_basic,16,3000,0.0,3,267,216,46,170,237
clifford_simp_not_post_basic,16,3000,0.0,4,279,227,56,171,249
clifford_simp_not_post_basic,16,3000,0.0,5,250,218,52,166,244
clifford_simp_not_post_basic,16,3000,0.04,1,3508,1136,138,998,1249
clifford_simp_not_post_basic,16,3000,0.04,2,4028,1222,149,1073,1345
clifford_simp_not_post_basic,16,3000,0.04,3,4429,1281,158,1123,1414
clifford_simp_not_post_basic,16,3000,0.04,4,3857,1189,143,1046,1310
clifford_simp_not_post_basic,16,3000,0.04,5,3542,1123,136,987,1241
clifford_simp_not_post_basic,16,3000,0.08,1,8106,1811,216,1595,2000
clifford_simp_not_post_basic,16,3000,0.08,2,6547,1970,238,1732,2182
clifford_simp_not_post_basic,16,3000,0.08,3,9386,2024,249,1775,2237
clifford_simp_not_post_basic,16,3000,0.08,4,9495,1983,234,1749,2185
clifford_simp_not_post_basic,16,3000,0.08,5,7672,1929,229,1700,2129
clifford_simp_not_post_basic,16,3000,0.12,1,9008,2320,298,2022,2577
clifford_simp_not_post_basic,16,3000,0.12,2,5531,2327,315,2012,2600
clifford_simp_not_post_basic,16,3000,0.12,3,7686,2151,284,1867,2400
clifford_simp_not_post_basic,16,3000,0.12,4,8735,2262,294,1968,2515
clifford_simp_not_post_basic,16,3000,0.12,5,8661,2291,297,1994,2547
clifford_simp_not_post_basic,16,3000,0.16,1,7284,2696,375,2321,3016
clifford_simp_not_post_basic,16,3000,0.16,2,5416,2574,368,2206,2887
clifford_simp_not_post_basic,16,3000,0.16,3,6483,2385,327,2058,2674
clifford_simp_not_post_basic,16,3000,0.16,4,7446,2472,360,2112,2781
clifford_simp_not_post_basic,16,3000,0.16,5,6746,2446,329,2117,2736
clifford_simp_not_post_basic,16,3000,0.2,1,5359,2553,420,2133,2907
clifford_simp_not_post_basic,16,3000,0.2,2,7797,2543,394,2149,2869
clifford_simp_not_post_basic,16,3000,0.2,3,3619,2383,422,1961,2737
clifford_simp_not_post_basic,16,3000,0.2,4,5054,2542,403,2139,2884
clifford_simp_not_post_basic,16,3000,0.2,5,6974,2479,355,2124,2785
clifford_simp_not_post_basic,16,3000,0.24,1,4566,2597,432,2165,2950
clifford_simp_not_post_basic,16,3000,0.24,2,5485,2655,421,2234,3006
clifford_simp_not_post_basic,16,3000,0.24,3,4995,2560,452,2108,2935
clifford_simp_not_post_basic,16,3000,0.24,4,4153,2536,456,2080,2913
clifford_simp_not_post_basic,16,3000,0.24,5,4622,2480,411,2069,2825
clifford_simp_not_post_basic,16,3000,0.28,1,4459,2487,446,2041,2859
clifford_simp_not_post_basic,16,3000,0.28,2,4072,2480,466,2014,2858
clifford_simp_not_post_basic,16,3000,0.28,3,3391,2235,441,1794,2596
clifford_simp_not_post_basic,16,3000,0.28,4,3315,2367,491,1876,2761
clifford_simp_not_post_basic,16,3000,0.28,5,3894,2411,423,1988,2768
clifford_simp_not_post_basic,16,3000,0.32,1,3349,2325,497,1828,2727
clifford_simp_not_post_basic,16,3000,0.32,2,3598,2397,474,1923,2778
clifford_simp_not_post_basic,16,3000,0.32,3,3092,2219,447,1772,2587
clifford_simp_not_post_basic,16,3000,0.32,4,3585,2460,479,1981,2849
clifford_simp_not_post_basic,16,3000,0.32,5,3559,2291,423,1868,2639
clifford_simp_not_post_basic,16,3000,0.36,1,3089,2093,460,1633,2454
clifford_simp_not_post_basic,16,3000,0.36,2,3504,2372,462,1910,2756
clifford_simp_not_post_basic,16,3000,0.36,3,3014,2066,440,1626,2428
clifford_simp_not_post_basic,16,3000,0.36,4,3133,2225,489,1736,2622
clifford_simp_not_post_basic,16,3000,0.36,5,3447,2201,432,1769,2556
clifford_simp_not_post_basic,16,3000,0.4,1,2770,2110,437,1673,2462
clifford_simp_not_post_basic,16,3000,0.4,2,2967,2179,458,1721,2553
clifford_simp_not_post_basic,16,3000,0.4,3,2543,1964,471,1493,2334
clifford_simp_not_post_basic,16,3000,0.4,4,3136,2253,496,1757,2646
clifford_simp_not_post_basic,16,3000,0.4,5,2775,2174,474,1700,2554
clifford_simp_not_post_basic,16,5000,0.0,1,267,221,50,171,246
clifford_simp_not_post_basic,16,5000,0.0,2,279,228,51,177,251
clifford_simp_not_post_basic,16,5000,0.0,3,252,207,46,161,232
clifford_simp_not_post_basic,16,5000,0.0,4,278,215,47,168,236
clifford_simp_not_post_basic,16,5000,0.0,5,265,228,51,177,252
clifford_simp_not_post_basic,16,5000,0.04,1,7887,1764,200,1564,1938
clifford_simp_not_post_basic,16,5000,0.04,2,9103,1906,219,1687,2093
clifford_simp_not_post_basic,16,5000,0.04,3,10326,2087,223,1864,2281
clifford_simp_not_post_basic,16,5000,0.04,4,9581,1981,216,1765,2174
clifford_simp_not_post_basic,16,5000,0.04,5,8887,1889,215,1674,2068
clifford_simp_not_post_basic,16,5000,0.08,1,16092,2921,331,2590,3223
clifford_simp_not_post_basic,16,5000,0.08,2,15158,3111,355,2756,3440
clifford_simp_not_post_basic,16,5000,0.08,3,16822,3282,382,2900,3626
clifford_simp_not_post_basic,16,5000,0.08,4,21774,3144,355,2789,3473
clifford_simp_not_post_basic,16,5000,0.08,5,17022,3086,350,2736,3412
clifford_simp_not_post_basic,16,5000,0.12,1,17444,3641,453,3188,4047
clifford_simp_not_post_basic,16,5000,0.12,2,10066,3753,491,3262,4201
clifford_simp_not_post_basic,16,5000,0.12,3,20077,3667,447,3220,4075
clifford_simp_not_post_basic,16,5000,0.12,4,18117,3856,485,3371,4293
clifford_simp_not_post_basic,16,5000,0.12,5,18076,3773,476,3297,4204
clifford_simp_not_post_basic,16,5000,0.16,1,11618,4110,548,3562,4590
clifford_simp_not_post_basic,16,5000,0.16,2,8364,4067,595,3472,4589
clifford_simp_not_post_basic,16,5000,0.16,3,8675,3998,544,3454,4483
clifford_simp_not_post_basic,16,5000,0.16,4,11865,4207,594,3613,4730
clifford_simp_not_post_basic,16,5000,0.16,5,12631,4239,556,3683,4731
clifford_simp_not_post_basic,16,5000,0.2,1,9942,4149,621,3528,4681
clifford_simp_not_post_basic,16,5000,0.2,2,12047,4174,647,3527,4721
clifford_simp_not_post_basic,16,5000,0.2,3,7974,4196,664,3532,4770
clifford_simp_not_post_basic,16,5000,0.2,4,9002,4155,644,3511,4708
clifford_simp_not_post_basic,16,5000,0.2,5,12061,4241,609,3632,4777
clifford_simp_not_post_basic,16,5000,0.24,1,10326,4332,649,3683,4892
clifford_simp_not_post_basic,16,5000,0.24,2,8550,4130,677,3453,4698
clifford_simp_not_post_basic,16,5000,0.24,3,8071,4205,711,3494,4800
clifford_simp_not_post_basic,16,5000,0.24,4,8294,4154,704,3450,4752
clifford_simp_not_post_basic,16,5000,0.24,5,8637,4186,702,3484,4778
clifford_simp_not_post_basic,16,5000,0.28,1,7242,3975,685,3290,4559
clifford_simp_not_post_basic,16,5000,0.28,2,6633,4037,705,3332,4632
clifford_simp_not_post_basic,16,5000,0.28,3,8323,3953,719,3234,4557
clifford_simp_not_post_basic,16,5000,0.28,4,5786,3885,759,3126,4514
clifford_simp_not_post_basic,16,5000,0.28,5,9329,4312,743,3569,4930
clifford_simp_not_post_basic,16,5000,0.32,1,5992,3816,743,3073,4430
clifford_simp_not_post_basic,16,5000,0.32,2,5619,3840,760,3080,4469
clifford_simp_not_post_basic,16,5000,0.32,3,6447,4010,756,3254,4634
clifford_simp_not_post_basic,16,5000,0.32,4,5915,3977,760,3217,4610
clifford_simp_not_post_basic,16,5000,0.32,5,6103,4010,751,3259,4618
clifford_simp_not_post_basic,16,5000,0.36,1,5337,3624,731,2893,4224
clifford_simp_not_post_basic,16,5000,0.36,2,5423,3756,788,2968,4386
clifford_simp_not_post_basic,16,5000,0.36,3,5997,3606,732,2874,4215
clifford_simp_not_post_basic,16,5000,0.36,4,5318,3793,789,3004,4432
clifford_simp_not_post_basic,16,5000,0.36,5,6246,3809,753,3056,4427
clifford_simp_not_post_basic,16,5000,0.4,1,4301,3380,724,2656,3966
clifford_simp_not_post_basic,16,5000,0.4,2,4781,3468,750,2718,4083
clifford_simp_not_post_basic,16,5000,0.4,3,4751,3468,753,2715,4081
clifford_simp_not_post_basic,16,5000,0.4,4,5232,3619,794,2825,4251
clifford_simp_not_post_basic,16,5000,0.4,5,6018,3623,772,2851,4242
clifford_simp_not_post_basic,16,8000,0.0,1,245,215,49,166,243
clifford_simp_not_post_basic,16,8000,0.0,2,250,197,45,152,224
clifford_simp_not_post_basic,16,8000,0.0,3,269,213,42,171,236
clifford_simp_not_post_basic,16,8000,0.0,4,250,212,50,162,237
clifford_simp_not_post_basic,16,8000,0.0,5,252,216,50,166,242
clifford_simp_not_post_basic,16,8000,0.04,1,18874,2845,292,2553,3111
clifford_simp_not_post_basic,16,8000,0.04,2,21230,3029,322,2707,3321
clifford_simp_not_post_basic,16,8000,0.04,3,21689,3116,333,2783,3416
clifford_simp_not_post_basic,16,8000,0.04,4,21390,3066,318,2748,3356
clifford_simp_not_post_basic,16,8000,0.04,5,19926,2981,311,2670,3265
clifford_simp_not_post_basic,16,8000,0.08,1,27082,4706,516,4190,5184
clifford_simp_not_post_basic,16,8000,0.08,2,26934,5020,553,4467,5539
clifford_simp_not_post_basic,16,8000,0.08,3,27106,4766,547,4219,5274
clifford_simp_not_post_basic,16,8000,0.08,4,33755,4888,535,4353,5380
clifford_simp_not_post_basic,16,8000,0.08,5,24402,4990,550,4440,5510
clifford_simp_not_post_basic,16,8000,0.12,1,24266,5718,682,5036,6346
clifford_simp_not_post_basic,16,8000,0.12,2,15004,6012,749,5263,6702
clifford_simp_not_post_basic,16,8000,0.12,3,33834,5784,691,5093,6426
clifford_simp_not_post_basic,16,8000,0.12,4,28289,6082,730,5352,6740
clifford_simp_not_post_basic,16,8000,0.12,5,22335,6056,738,5318,6729
clifford_simp_not_post_basic,16,8000,0.16,1,19637,6393,838,5555,7140
clifford_simp_not_post_basic,16,8000,0.16,2,13331,6646,927,5719,7464
clifford_simp_not_post_basic,16,8000,0.16,3,15581,6410,832,5578,7163
clifford_simp_not_post_basic,16,8000,0.16,4,17193,6638,920,5718,7460
clifford_simp_not_post_basic,16,8000,0.16,5,18751,6526,864,5662,7301
clifford_simp_not_post_basic,16,8000,0.2,1,14193,6517,959,5558,7360
clifford_simp_not_post_basic,16,8000,0.2,2,17916,6832,1027,5805,7715
clifford_simp_not_post_basic,16,8000,0.2,3,12153,6404,1019,5385,7279
clifford_simp_not_post_basic,16,8000,0.2,4,15741,6681,984,5697,7538
clifford_simp_not_post_basic,16,8000,0.2,5,18761,6929,971,5958,7786
clifford_simp_not_post_basic,16,8000,0.24,1,14662,6755,1039,5716,7645
clifford_simp_not_post_basic,16,8000,0.24,2,13095,6772,1118,5654,7712
clifford_simp_not_post_basic,16,8000,0.24,3,12292,6718,1094,5624,7646
clifford_simp_not_post_basic,16,8000,0.24,4,12211,6530,1057,5473,7443
clifford_simp_not_post_basic,16,8000,0.24,5,11739,6703,1096,5607,7649
clifford_simp_not_post_basic,16,8000,0.28,1,10466,6228,1090,5138,7162
clifford_simp_not_post_basic,16,8000,0.28,2,11405,6601,1159,5442,7577
clifford_simp_not_post_basic,16,8000,0.28,3,11248,6287,1110,5177,7227
clifford_simp_not_post_basic,16,8000,0.28,4,10094,6442,1158,5284,7420
clifford_simp_not_post_basic,16,8000,0.28,5,13676,6744,1144,5600,7732
clifford_simp_not_post_basic,16,8000,0.32,1,9266,5964,1182,4782,6949
clifford_simp_not_post_basic,16,8000,0.32,2,9482,6139,1170,4969,7122
clifford_simp_not_post_basic,16,8000,0.32,3,9245,6165,1179,4986,7139
clifford_simp_not_post_basic,16,8000,0.32,4,10258,6443,1196,5247,7440
clifford_simp_not_post_basic,16,8000,0.32,5,11096,6477,1193,5284,7462
clifford_simp_not_post_basic,16,8000,0.36,1,9702,5793,1167,4626,6749
clifford_simp_not_post_basic,16,8000,0.36,2,8919,5929,1210,4719,6929
clifford_simp_not_post_basic,16,8000,0.36,3,8475,5483,1161,4322,6453
clifford_simp_not_post_basic,16,8000,0.36,4,8492,5927,1246,4681,6963
clifford_simp_not_post_basic,16,8000,0.36,5,10141,6166,1232,4934,7178
clifford_simp_not_post_basic,16,8000,0.4,1,7875,5429,1143,4286,6359
clifford_simp_not_post_basic,16,8000,0.4,2,8338,5643,1194,4449,6632
clifford_simp_not_post_basic,16,8000,0.4,3,7204,5297,1172,4125,6256
clifford_simp_not_post_basic,16,8000,0.4,4,7987,5860,1279,4581,6885
clifford_simp_not_post_basic,16,8000,0.4,5,8889,5770,1214,4556,6767
clifford_simp_not_post_basic,16,10000,0.0,1,281,215,48,167,243
clifford_simp_not_post_basic,16,10000,0.0,2,247,214,45,169,240
clifford_simp_not_post_basic,16,10000,0.0,3,278,222,47,175,248
clifford_simp_not_post_basic,16,10000,0.0,4,245,203,51,152,229
clifford_simp_not_post_basic,16,10000,0.0,5,263,227,52,175,256
clifford_simp_not_post_basic,16,10000,0.04,1,27494,3512,354,3158,3842
clifford_simp_not_post_basic,16,10000,0.04,2,30694,3728,378,3350,4085
clifford_simp_not_post_basic,16,10000,0.04,3,31111,3722,383,3339,4074
clifford_simp_not_post_basic,16,10000,0.04,4,31283,3765,392,3373,4126
clifford_simp_not_post_basic,16,10000,0.04,5,30045,3649,372,3277,3991
clifford_simp_not_post_basic,16,10000,0.08,1,37019,5785,625,5160,6374
clifford_simp_not_post_basic,16,10000,0.08,2,40444,6041,662,5379,6677
clifford_simp_not_post_basic,16,10000,0.08,3,39749,6008,666,5342,6632
clifford_simp_not_post_basic,16,10000,0.08,4,40025,5919,651,5268,6521
clifford_simp_not_post_basic,16,10000,0.08,5,34515,6180,677,5503,6816
clifford_simp_not_post_basic,16,10000,0.12,1,32578,7262,858,6404,8057
clifford_simp_not_post_basic,16,10000,0.12,2,21134,7508,928,6580,8358
clifford_simp_not_post_basic,16,10000,0.12,3,39389,7257,862,6395,8060
clifford_simp_not_post_basic,16,10000,0.12,4,38311,7485,882,6603,8296
clifford_simp_not_post_basic,16,10000,0.12,5,29006,7429,896,6533,8250
clifford_simp_not_post_basic,16,10000,0.16,1,26264,8052,1044,7008,8988
clifford_simp_not_post_basic,16,10000,0.16,2,18721,8206,1130,7076,9217
clifford_simp_not_post_basic,16,10000,0.16,3,21349,8034,1052,6982,8984
clifford_simp_not_post_basic,16,10000,0.16,4,25447,8497,1126,7371,9500
clifford_simp_not_post_basic,16,10000,0.16,5,20637,8045,1055,6990,9000
clifford_simp_not_post_basic,16,10000,0.2,1,19100,8419,1203,7216,9472
clifford_simp_not_post_basic,16,10000,0.2,2,22628,8498,1251,7247,9591
clifford_simp_not_post_basic,16,10000,0.2,3,16031,8242,1265,6977,9339
clifford_simp_not_post_basic,16,10000,0.2,4,20745,8493,1209,7284,9556
clifford_simp_not_post_basic,16,10000,0.2,5,21135,8418,1200,7218,9481
clifford_simp_not_post_basic,16,10000,0.24,1,17353,8231,1291,6940,9355
clifford_simp_not_post_basic,16,10000,0.24,2,15478,8352,1390,6962,9538
clifford_simp_not_post_basic,16,10000,0.24,3,16049,8399,1366,7033,9571
clifford_simp_not_post_basic,16,10000,0.24,4,15828,8290,1328,6962,9440
clifford_simp_not_post_basic,16,10000,0.24,5,15131,8327,1361,6966,9501
clifford_simp_not_post_basic,16,10000,0.28,1,14956,7863,1353,6510,9023
clifford_simp_not_post_basic,16,10000,0.28,2,13795,8094,1438,6656,9314
clifford_simp_not_post_basic,16,10000,0.28,3,13869,8023,1429,6594,9237
clifford_simp_not_post_basic,16,10000,0.28,4,13475,8098,1456,6642,9319
clifford_simp_not_post_basic,16,10000,0.28,5,14966,8146,1429,6717,9368
clifford_simp_not_post_basic,16,10000,0.32,1,11735,7532,1438,6094,8738
clifford_simp_not_post_basic,16,10000,0.32,2,12715,7705,1456,6249,8933
clifford_simp_not_post_basic,16,10000,0.32,3,11058,7586,1499,6087,8834
clifford_simp_not_post_basic,16,10000,0.32,4,12280,8021,1483,6538,9256
clifford_simp_not_post_basic,16,10000,0.32,5,12896,7829,1482,6347,9057
clifford_simp_not_post_basic,16,10000,0.36,1,13265,7493,1400,6093,8674
clifford_simp_not_post_basic,16,10000,0.36,2,11295,7427,1502,5925,8675
clifford_simp_not_post_basic,16,10000,0.36,3,10620,7112,1485,5627,8357
clifford_simp_not_post_basic,16,10000,0.36,4,10709,7438,1538,5900,8702
clifford_simp_not_post_basic,16,10000,0.36,5,12439,7593,1507,6086,8839
clifford_simp_not_post_basic,16,10000,0.4,1,9324,6734,1416,5318,7902
clifford_simp_not_post_basic,16,10000,0.4,2,11145,7114,1502,5612,8360
clifford_simp_not_post_basic,16,10000,0.4,3,9212,6586,1512,5074,7824
clifford_simp_not_post_basic,16,10000,0.4,4,10471,7322,1585,5737,8593
clifford_simp_not_post_basic,16,10000,0.4,5,10981,7240,1511,5729,8478
